,base_fond,science_fond,ams,n_buildings,n_days,guests,employees
0,0.8718949692549707,0.2027560110083052,0.0,0.0,0.7661663375065979,0.282279970045614,0.5358864202350947
1,0.6652127028833865,0.23400854685246003,0.38242646351945886,0.7611193240263296,0.7923142970904502,0.7083204878585377,0.6839329231416204
2,0.8192254527114888,0.14198591479439077,0.0,0.0,0.4670374682215117,0.3618964278356308,0.5358864202350947
3,-0.22049618352772926,0.10936178491593851,0.22454398232862977,0.0,0.9775979384639841,0.5105927127872982,0.4269084346677318
4,0.40749967342826776,0.2578759391645525,0.17840964099509868,0.19156353968936618,0.4670374682215117,0.18041969642539052,0.29839619043078747
5,0.695033062612148,0.23310941636922344,0.2065187642806338,0.0,0.5049124162464462,0.20812493097239362,0.20368708799907523
6,-1.3124385408315369,0.0412310562561766,0.0,0.0,0.7395039589726071,0.806222365534539,0.6243100401442683
7,-0.2304005502146348,0.0793725393319377,0.19452506265260525,0.0,0.5049124162464462,0.09597488426471029,0.1285122442369443
8,0.20002032920497456,0.15588457268119893,0.11108555261599053,0.3385554136057954,0.774938496710635,0.29896708185671106,0.5554206789046761
9,-0.7874432779409679,0.09705668446840741,0.0,0.0,0.5623708572411896,0.15131672880159888,0.20368708799907523
10,-0.9690903163819167,0.03605551275463989,0.0,0.3385554136057954,0.577627609711783,0.2997787835183443,0.4445793210953239
11,-0.05367242160000241,0.19718012070185978,0.0,0.0,0.716877492457928,0.14828712648183207,0.1285122442369443
12,1.5498552468335243,0.3292567387313432,0.9004776510274975,0.4624752955742643,0.5208260299849208,0.2735843880412193,0.7289761109632731
13,1.274849155776933,0.23056452459127358,0.23452078799117146,0.5716509032440984,0.8179673127750409,0.3900946873750505,0.38553673271083283
14,-0.36824465697006836,0.02,0.0,0.0,0.0,0.016743550866293852,0.0
15,0.05568890533501645,0.2626023609947176,0.0,0.0,0.8179673127750409,0.44809357448208365,0.5892238207099081
16,1.04765738326654,0.41396859784287987,0.6924593850905625,0.4624752955742643,0.7661663375065979,0.2997787835183443,0.6040640570787816
17,1.0293677510321426,0.0719027120489902,0.0,0.19156353968936618,0.7836542429251931,0.3109354251388491,0.4892917256401988
18,-0.12060599004017378,0.074899933244296,0.0,0.0,0.7836542429251931,0.2058490424962292,0.2570244884738886
19,0.7432375218834935,0.12918978287774924,0.0,0.0,0.7836542429251931,0.21261072932458466,0.38553673271083283
20,-0.20023729884738897,0.14953260514014993,0.0,0.0,0.7836542429251931,0.2358963354556927,0.3321993322360195
21,0.49607190753881186,0.18999999999999997,0.03316624790355399,0.4624752955742643,0.5260893137474936,0.17120422263354093,0.5020832784298627
22,-0.08736592335448087,0.10261578825892241,0.20501219475923863,0.0,0.7879911869957592,0.25159327416205785,0.29839619043078747
23,-0.3276273465654117,0.1682260384126072,0.0,0.0,0.3995400084229672,0.16573618308802152,0.1285122442369443
24,0.4357293076817006,0.4487983957190577,0.24242524621004302,0.0,0.49956608242774436,0.2572529498094478,0.5730915653322682
25,1.3672763608997096,0.31753739937210546,0.7215261603018978,0.4624752955742643,0.7259734585839528,0.2709255316070396,0.38553673271083283
26,0.8545768783289912,0.2177154105707724,0.09402127418834526,0.19156353968936618,0.8264115386309765,0.15576481943840445,0.4607115764729638
27,0.509180399392674,0.12517987058628874,0.24097717734258567,0.5716509032440984,0.7879911869957592,0.362575631442235,0.630595522666807
28,0.24023026727143146,0.14177446878757824,0.18088670487352018,0.19156353968936618,0.7259734585839528,0.224527643408859,0.38553673271083283
29,1.4159338815233589,0.231387121508523,0.43684093214807596,0.6703531972255146,0.7350087844851068,0.5031865483241157,0.659175671834042
30,1.541715373775103,0.4973630464761128,0.5660388679233962,1.0,0.9962919433352582,0.47875254600730555,0.7767786533313433
31,-0.8033156680653926,0.1255388386118017,0.053291650377896904,0.0,0.4670374682215117,0.53737801545181,0.3321993322360195
32,1.232106067391103,0.401721296423279,0.7605392823516743,1.0,0.7879911869957592,1.0,1.0
33,0.7122833936044665,0.2915647440964013,0.03872983346207416,0.6703531972255146,0.9851065109410015,0.3416494272880099,0.6178039698771431
